🎵MTV现代,#genre#
罗敏庄+杜雯惠-让一切随风,http://em.21dtv.com/songs/60077335.mkv$线路1
陈慧娴-让一切随风,http://em.21dtv.com/songs/60100587.mkv$线路1
刘德华-世界第一等,http://em.21dtv.com/songs/60039259.mkv$线路1
刘德华-世界第一等,http://em.21dtv.com/songs/60039261.mkv$线路2
伍佰-世界第一等,http://em.21dtv.com/songs/60039260.mkv$线路1
荒山亮-时间的眼泪,http://em.21dtv.com/songs/60039130.mkv$线路1
袁惟仁-四季的眼泪,http://em.21dtv.com/songs/60040677.mkv$线路1
吴蕙君-世界第一勇,http://em.21dtv.com/songs/60135018.mkv$线路1
满文军-圣洁的真爱,http://em.21dtv.com/songs/60091637.mkv$线路1
陈诗莉-世界都知道,http://em.21dtv.com/songs/60077633.mkv$线路1
蔡义德-闪酒大丈夫,http://em.21dtv.com/songs/60104412.mkv$线路1
张清芳-时间的滋味,http://em.21dtv.com/songs/60039131.mkv$线路1
汪明荃-书剑恩仇录,http://em.21dtv.com/songs/60039732.mkv$线路1
郑少秋-书剑恩仇录,http://em.21dtv.com/songs/60039733.mkv$线路1
郑少秋-书剑恩仇录,http://em.21dtv.com/songs/60039734.mkv$线路2
陈慧娴-逝去的诺言,http://em.21dtv.com/songs/60039551.mkv$线路1
陈慧娴-逝去的诺言,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/i78cWdjCSglPJaedL%40%40ld.m3u8$线路2
陈慧娴-逝去的诺言,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/i78cWdjCSglPJHDaedL%40%40ld.m3u8$线路3
张伟文-逝去的诺言,http://em.21dtv.com/songs/60039552.mkv$线路1
盖鸣晖-逝去的诺言,http://em.21dtv.com/songs/60083809.mkv$线路1
徐小凤-深秋立楼头,http://em.21dtv.com/songs/60038344.mkv$线路1
徐小凤-深秋立楼头,http://em.21dtv.com/songs/60038343.mkv$线路2
黄凯芹-深秋立楼头,http://em.21dtv.com/songs/60129834.mkv$线路1
李克勤-三千零一夜,http://em.21dtv.com/songs/60037285.mkv$线路1
李克勤-三千零一夜,http://em.21dtv.com/songs/60037286.mkv$线路2
黄小琥-突然的自我,http://em.21dtv.com/songs/60042926.mkv$线路1
伍佰-突然的自我,http://em.21dtv.com/songs/60042927.mkv$线路1
顾莉雅-我爱你中国,http://em.21dtv.com/songs/60044654.mkv$线路1
王秀芬-我爱你中国,http://em.21dtv.com/songs/60044655.mkv$线路1
因果兄弟-我爱你中国,http://em.21dtv.com/songs/60044656.mkv$线路1
常石磊-我爱你中国,http://em.21dtv.com/songs/60044657.mkv$线路1
李谷一-我爱你中国,http://em.21dtv.com/songs/60044658.mkv$线路1
彭羚+容祖儿-心淡,http://em.21dtv.com/songs/60084239.mkv$线路1
谢有才-兄弟,http://em.21dtv.com/songs/60072674.mkv$线路1
谢有才-兄弟,http://em.21dtv.com/songs/60084288.mkv$线路2
那英-想念,http://em.21dtv.com/songs/60049175.mkv$线路1
伍思凯-想念,http://em.21dtv.com/songs/60049176.mkv$线路1
陈楚生-想念,http://em.21dtv.com/songs/60049177.mkv$线路1
许美静-想念,http://em.21dtv.com/songs/60049180.mkv$线路1
许哲佩-想念,http://em.21dtv.com/songs/60049181.mkv$线路1
李心洁-像你,http://em.21dtv.com/songs/60049391.mkv$线路1
汪峰-小鸟,http://em.21dtv.com/songs/60049679.mkv$线路1
黄贯中-醒你,http://em.21dtv.com/songs/60051182.mkv$线路1
黄家强-醒你,http://em.21dtv.com/songs/60051183.mkv$线路1
BEYOND-醒你,http://em.21dtv.com/songs/60051184.mkv$线路1
张行+杨波-三百六十五里路,http://em.21dtv.com/songs/60037168.mkv$线路1
张行-再说一句多余的话,http://em.21dtv.com/songs/60056983.mkv$线路1
张行-迟到,http://em.21dtv.com/songs/60012778.mkv$线路1
小武-迟到,http://em.21dtv.com/songs/60012779.mkv$线路1
侧田-迟钝,http://em.21dtv.com/songs/60012780.mkv$线路1
侧田-迟钝,http://em.21dtv.com/songs/60012781.mkv$线路2
叶倩文-冲动,http://em.21dtv.com/songs/60012844.mkv$线路1
张惠妹-冲动,http://em.21dtv.com/songs/60012845.mkv$线路1
张惠妹-冲动,http://em.21dtv.com/songs/60012851.mkv$线路2
陈彼得+张行-一条路,http://em.21dtv.com/songs/60053734.mkv$线路1
张行-一条路,http://em.21dtv.com/songs/60133693.mkv$线路1
张行-一条路,http://em.21dtv.com/songs/60053735.mkv$线路2
王梦麟+张行-阿美阿美,http://em.21dtv.com/songs/60006791.mkv$线路1
邓智乐-雨中即景,http://em.21dtv.com/songs/60055752.mkv$线路1
张行+王梦麟-雨中即景,http://em.21dtv.com/songs/60055753.mkv$线路1
佚名-雨中即景,http://em.21dtv.com/songs/60055754.mkv$线路1
李登威-你欠扁(无原唱),http://em.21dtv.com/songs/60031948.mkv$线路1
陈百强-念亲恩,http://em.21dtv.com/songs/60032661.mkv$线路1
龚月-念亲恩,http://em.21dtv.com/songs/60032662.mkv$线路1
莫旭秋-念亲恩,http://em.21dtv.com/songs/60064667.mkv$线路1
李丽蕊-念亲恩,http://em.21dtv.com/songs/60083552.mkv$线路1
刀郎-沙枣花儿香,http://em.21dtv.com/songs/60037482.mkv$线路1
李宗盛-鬼迷心窍,http://em.21dtv.com/songs/60019400.mkv$线路1
周华健-鬼迷心窍,http://em.21dtv.com/songs/60019401.mkv$线路1
任贤齐+李宗盛-鬼迷心窍,http://em.21dtv.com/songs/60019402.mkv$线路1
誓言-鬼迷心窍,http://em.21dtv.com/songs/60019403.mkv$线路1
孙露-鬼迷心窍,http://em.21dtv.com/songs/60115857.mkv$线路1
新宝岛康乐队-光明戏院,http://em.21dtv.com/songs/60071972.mkv$线路1
梁咏琪-高妹正传,http://em.21dtv.com/songs/60018211.mkv$线路1
梁咏琪-高妹正传,http://em.21dtv.com/songs/60018212.mkv$线路2
莫文蔚-姑娘酒窝,http://em.21dtv.com/songs/60018945.mkv$线路1
徐小凤-故乡的雨,http://em.21dtv.com/songs/60019095.mkv$线路1
张伟文-故乡的雨,http://em.21dtv.com/songs/60019096.mkv$线路1
薰妮-故乡的雨,http://em.21dtv.com/songs/60019097.mkv$线路1
陈雷-故乡的月,http://em.21dtv.com/songs/60019098.mkv$线路1
李干慧-故乡的月,http://em.21dtv.com/songs/60019099.mkv$线路1
罗时丰-故乡的月,http://em.21dtv.com/songs/60019100.mkv$线路1
费翔-故乡的云,http://em.21dtv.com/songs/60019102.mkv$线路1
费翔-故乡的云,http://em.21dtv.com/songs/60019104.mkv$线路2
满文军+文章-故乡的云,http://em.21dtv.com/songs/60019103.mkv$线路1
张行+文章-故乡的云,http://em.21dtv.com/songs/60019105.mkv$线路1
庄学忠-故乡的云,http://em.21dtv.com/songs/60019106.mkv$线路1
西部牛仔-故乡的云,http://em.21dtv.com/songs/60071968.mkv$线路1
陈浩德-故乡的雨,http://em.21dtv.com/songs/60075574.mkv$线路1
梦之旅-故乡的云,http://em.21dtv.com/songs/60075575.mkv$线路1
梦之旅-故乡的云,http://em.21dtv.com/songs/60162587.mkv$线路2
吴涤清-温柔的倾诉,http://em.21dtv.com/songs/60066382.mkv$线路1
吴涤清-温柔的倾诉,http://em.21dtv.com/songs/60068743.mkv$线路2
孙彭飞-温柔的伤害,http://em.21dtv.com/songs/60062958.mkv$线路1
周华健-温柔的瞬息,http://em.21dtv.com/songs/60090835.mkv$线路1
周渝民-温柔的晚安,http://em.21dtv.com/songs/60044366.mkv$线路1
周渝民-温柔的晚安,http://em.21dtv.com/songs/60044367.mkv$线路2
吴涤清-爱的路上千万里,http://em.21dtv.com/songs/60066783.mkv$线路1
胡美仪-蔓莉蔓莉我爱你,http://em.21dtv.com/songs/60028554.mkv$线路1
吴涤清-梅兰梅兰我爱你,http://em.21dtv.com/songs/60028993.mkv$线路1
尤雅-梅兰梅兰我爱你,http://em.21dtv.com/songs/60028994.mkv$线路1
尤雅-梅兰梅兰我爱你,http://em.21dtv.com/songs/60028998.mkv$线路2
姜育恒-梅兰梅兰我爱你,http://em.21dtv.com/songs/60028995.mkv$线路1
吴涤清-万水千山总是情,http://em.21dtv.com/songs/60067505.mkv$线路1
安东阳+樊桐舟-万水千山总是爱,http://em.21dtv.com/songs/60099201.mkv$线路1
刘惜君-万水千山总是情,http://em.21dtv.com/songs/60043311.mkv$线路1
动力火车+迪克牛仔-一样的月光,http://em.21dtv.com/songs/60053816.mkv$线路1
苏芮-一样的月光,http://em.21dtv.com/songs/60053817.mkv$线路1
苏芮-一样的月光,http://em.21dtv.com/songs/60053820.mkv$线路2
黄琦珊-一样的月光,http://em.21dtv.com/songs/60053818.mkv$线路1
尹光-出册,http://em.21dtv.com/songs/60012914.mkv$线路1
许巍-纯粹,http://em.21dtv.com/songs/60013384.mkv$线路1
张清芳-纯粹,http://em.21dtv.com/songs/60013385.mkv$线路1
林忆莲-匆匆,http://em.21dtv.com/songs/60013474.mkv$线路1
林忆莲-匆匆,http://em.21dtv.com/songs/60013477.mkv$线路2
梁静茹-纯真,http://em.21dtv.com/songs/60013402.mkv$线路1
许巍-纯真,http://em.21dtv.com/songs/60013403.mkv$线路1
李丽珍-纯真,http://em.21dtv.com/songs/60013404.mkv$线路1
五月天-纯真,http://em.21dtv.com/songs/60013405.mkv$线路1
董事长乐团-刺字,http://em.21dtv.com/songs/60013471.mkv$线路1
林忆莲-存在,http://em.21dtv.com/songs/60013620.mkv$线路1
林忆莲-存在,http://em.21dtv.com/songs/60013615.mkv$线路2
周传雄-存在,http://em.21dtv.com/songs/60013616.mkv$线路1
王浩信-猫步,http://em.21dtv.com/songs/60028634.mkv$线路1
孙淑媚-没伴,http://em.21dtv.com/songs/60028706.mkv$线路1
关淑怡-梦伴,http://em.21dtv.com/songs/60029476.mkv$线路1
郭富城-梦伴,http://em.21dtv.com/songs/60029477.mkv$线路1
梅艳芳-梦伴,http://em.21dtv.com/songs/60029480.mkv$线路1
梅艳芳-梦伴,http://em.21dtv.com/songs/60029478.mkv$线路2
郭富城-时光,http://em.21dtv.com/songs/60039095.mkv$线路1
许巍-时光,http://em.21dtv.com/songs/60039096.mkv$线路1
樱桃帮-受够,http://em.21dtv.com/songs/60039714.mkv$线路1
郑融-受够,http://em.21dtv.com/songs/60039715.mkv$线路1
雷有辉+邓建明-曙光,http://em.21dtv.com/songs/60039780.mkv$线路1
太极乐队-曙光,http://em.21dtv.com/songs/60039781.mkv$线路1
光良+曹格-少年,http://em.21dtv.com/songs/60038120.mkv$线路1
许巍-少年,http://em.21dtv.com/songs/60038121.mkv$线路1
刘德华-十年,http://em.21dtv.com/songs/60038984.mkv$线路1
刘德华-十年,http://em.21dtv.com/songs/60038982.mkv$线路2
崔健-不是我不明白,http://em.21dtv.com/songs/60011382.mkv$线路1
崔健-新长征路上的摇滚,http://em.21dtv.com/songs/60050989.mkv$线路1
苏志威-侧面,http://em.21dtv.com/songs/60012138.mkv$线路1
许志安-侧面,http://em.21dtv.com/songs/60012139.mkv$线路1
张国荣-侧面,http://em.21dtv.com/songs/60012140.mkv$线路1
刘德华-缠绵,http://em.21dtv.com/songs/60012256.mkv$线路1
刘德华-缠绵,http://em.21dtv.com/songs/60012258.mkv$线路2
胡杨林-香水有毒,http://vodcdn.video.taobao.com/oss/ali-video/180f9fcdb9e2b24d3b13a526fb90003e/video.m3u8$线路1
胡杨林-香水有毒,http://em.21dtv.com/songs/60048945.mkv$线路2
谭咏麟/关淑怡-明天你是否依然爱我,http://vodcdn.video.taobao.com/oss/ali-video/0b56ad556e887a9be35d496d318a7565/video.m3u8$线路1
凤凰传奇-月亮之上,http://em.21dtv.com/songs/60056447.mkv$线路1
凤凰传奇-月亮之上,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_7084968&response=res&format=mp4&type=convert_url$线路2
卓依婷鲁冰花,http://vd3.bdstatic.com/mda-jf8fbjprnf1fvpxm/mda-jf8fbjprnf1fvpxm.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D$线路1
████████
🎵演唱会,#genre#
邰正宵《2002年演唱会 》,https://vd2.bdstatic.com/mda-pap5ysceagidnf3v/hd/cae_h264/1674549162055413074/mda-pap5ysceagidnf3v.mp4$线路1
周传雄演唱会,https://vd2.bdstatic.com/mda-nmgc0ms3fm9b3bu3/576p/h264/1671266481202765955/mda-nmgc0ms3fm9b3bu3.mp4$线路1
林俊杰《2015时线新地球 巡回演唱会 完整版》,https://vd3.bdstatic.com/mda-nms50i1sia113r2r/576p/h264/1672112770324111320/mda-nms50i1sia113r2r.mp4$线路1
郭富城2013年回演唱会香港站 完整版》,https://vd4.bdstatic.com/mda-nmdfbhu809ktgnuh/360p/h264/1671015249590151746/mda-nmdfbhu809ktgnuh.mp4$线路1
梅艳芳《2003年经典金曲演唱会完整版》一代巨星陨落,https://vd4.bdstatic.com/mda-nmegba7fpnyzhds1/576p/h264/1671104210184413087/mda-nmegba7fpnyzhds1.mp4$线路1
刀郎《2007 乌鲁木齐十周年演唱会 完整版》,https://vd4.bdstatic.com/mda-nmsk6gmfyex21hr1/360p/h264/1672150647837878589/mda-nmsk6gmfyex21hr1.mp4$线路1
谢霆锋2000年viva演唱会高清完整版》锋迷必看！,https://vd2.bdstatic.com/mda-nmcj7tziypfkmubu/360p/h264/1670938894231640080/mda-nmcj7tziypfkmubu.mp4$线路1
王心凌《2021 台北小巨蛋演唱会 高清完整版》,https://vd2.bdstatic.com/mda-pa2cpund9weddj58/576p/h264/1672736536177563955/mda-pa2cpund9weddj58.mp4$线路1
叶倩文演唱会,https://alimov2.a.kwimgs.com/upic/2020/10/01/20/BMjAyMDEwMDEyMDMzNDlfMTE0Mzc4ODk3OF8zNjk0Njc4ODI3OF8yXzM=_b_B77b9c6c66d5b6dafbe520a286bb6e6b9.mp4$线路1
迈克杰克逊《危险之旅演唱会 完整版 珍藏版》,https://vd2.bdstatic.com/mda-nmu42idx0zwhihq8/576p/h264/1672282865450326183/mda-nmu42idx0zwhihq8.mp4$线路1
周华健《2015今天唱什么 巡回演唱会完整版》,https://vd2.bdstatic.com/mda-pa3cxmj5kz5viwwq/576p/h264/1672824310339702670/mda-pa3cxmj5kz5viwwq.mp4$线路1
周华健《2016 出道30年演唱会 完整版》,https://vd3.bdstatic.com/mda-pa3ecnd7aukyaf4a/576p/h264/1672827636953342632/mda-pa3ecnd7aukyaf4a.mp4$线路1
张信哲《2016年 还爱光年演唱会 完整版》经典之作！,https://vd2.bdstatic.com/mda-nmh7q2cm8dwjnum3/576p/h264/1671341864394610629/mda-nmh7q2cm8dwjnum3.mp4$线路1
张信哲《2018年歌时代II 演唱会 完整版》非常好看,https://vd3.bdstatic.com/mda-nmh90x7nebc5706t/576p/h264/1671345460202595301/mda-nmh90x7nebc5706t.mp4$线路1
刘若英《2016 Renext 台北我敢世界巡回演唱会 完整版》,https://vd4.bdstatic.com/mda-nmq4kv7nj8fisyyu/576p/h264/1671939594909809041/mda-nmq4kv7nj8fisyyu.mp4$线路1
刘若英《2018跟我走 乌镇英小姐限定版演唱会 完整版》,https://vd3.bdstatic.com/mda-nmq65j4uv5s0beu7/hd/cae_h264/1673248606002110391/mda-nmq65j4uv5s0beu7.mp4$线路1
周慧敏《2006与爱长流演唱会 高清完整版》,https://vd3.bdstatic.com/mda-paf2ni0c5ys3hqtx/576p/h264/1673834172840368674/mda-paf2ni0c5ys3hqtx.mp4$线路1
周慧敏《DeepV25周年演唱会 完整版》,https://vd2.bdstatic.com/mda-nmji71xik2a94i0p/576p/h264/1671540995626474873/mda-nmji71xik2a94i0p.mp4$线路1
周慧敏《30周年 演唱会高清 完整版》,https://vd3.bdstatic.com/mda-nmk3vfc49zsei6ek/576p/h264/1671591746174731071/mda-nmk3vfc49zsei6ek.mp4$线路1
邓紫棋《2015年XXX北京演唱会 完整版》,https://vd2.bdstatic.com/mda-nmmdn9c6wfb058fg/576p/h264/1671702121121048555/mda-nmmdn9c6wfb058fg.mp4$线路1
邓紫棋《2017 世界巡回演唱会 完整版》,https://vd4.bdstatic.com/mda-nmme7ggr3353yfce/360p/h264/1671703414902151326/mda-nmme7ggr3353yfce.mp4$线路1
邓紫棋演唱会,https://txmov2.a.kwimgs.com/upic/2020/05/03/00/BMjAyMDA1MDMwMDI1NThfMTA4ODgyMjg1OF8yNzg1MTg2NjE4Nl8yXzM=_b_Becfaef0427da414c3aad36364ca49e85.mp4$线路1
任贤齐《2015年 落跑吧 爱情演唱会高清完整版》,https://vd2.bdstatic.com/mda-nmfghew2rp3wcqp5/hd/cae_h264/1671202143575146017/mda-nmfghew2rp3wcqp5.mp4$线路1
任贤齐《2020年齐迹演唱会 台北站 完整版 蓝光字幕》,https://vd3.bdstatic.com/mda-nmfkavww2vps91pz/hd/cae_h264/1671209200204248516/mda-nmfkavww2vps91pz.mp4$线路1
陈奕迅《2007红磡体育馆演唱会 4K高清 完整版》,https://vd4.bdstatic.com/mda-paw7k4hdfnz4xyry/576p/h264/1675143278817711982/mda-paw7k4hdfnz4xyry.mp4$线路1
陈奕迅《2010“DUO”演唱会高清完整版》神级现场！,https://vd4.bdstatic.com/mda-nmfac23y1z5zr3mn/hd/cae_h264/1671183014510079803/mda-nmfac23y1z5zr3mn.mp4$线路1
陈奕迅《Eason’s Life 2013香港演唱会 完整版》,https://vd2.bdstatic.com/mda-nmn90etbajxggvpb/576p/h264/1671777371048275385/mda-nmn90etbajxggvpb.mp4$线路1
伍佰2018年China.Blue.透南风演唱会高清完整版》,https://vd2.bdstatic.com/mda-nmeb54vh3bws7c4c/576p/h264/1671091096057328271/mda-nmeb54vh3bws7c4c.mp4$线路1
伍佰生命现场演唱会全集》,https://vd2.bdstatic.com/mda-nmbk1dc1rd2h9m1t/576p/h264/1670854626527512118/mda-nmbk1dc1rd2h9m1t.mp4$线路1
伍佰演唱会,https://txmov2.a.kwimgs.com/upic/2021/01/07/22/BMjAyMTAxMDcyMjU0MzRfODI4NTk1NTQ0XzQyMDMwMTYyOTIwXzJfMw==_b_Bf5420efd42bfae1dca666d543730fbda.mp4$线路1
周董”周杰伦《2002 THE ONE台北演唱会 完整版》金曲版,https://vd3.bdstatic.com/mda-nmgdfvsm9kc46pcz/576p/h264/1671270120913302151/mda-nmgdfvsm9kc46pcz.mp4$线路1
周董”《周杰伦2004无与伦比演唱会完整版》杰迷必看的,https://vd4.bdstatic.com/mda-nmbpre7yr8iug4m1/576p/h264/1670863877948761917/mda-nmbpre7yr8iug4m1.mp4$线路1
周董”《周杰伦2007年世界巡回演唱会完整版》,https://vd4.bdstatic.com/mda-nmbgya8v797emg7u/576p/h264/1670847005358747234/mda-nmbgya8v797emg7u.mp4$线路1
周董”《周杰伦2010超时代演唱会高清完整版》杰迷必看,https://vd2.bdstatic.com/mda-nmc4khkjnn0k62bn/360p/h264/1670901524505595792/mda-nmc4khkjnn0k62bn.mp4$线路1
周董”《周杰伦2013年摩天轮世界巡回演唱会完整版》,https://vd4.bdstatic.com/mda-nmcex5u2u9puxz6d/576p/h264/1670928165588976698/mda-nmcex5u2u9puxz6d.mp4$线路1
周董”《周杰伦2016年地表最强世界巡回演唱会完整版》,https://vd2.bdstatic.com/mda-nmd5ujxqrmxh59qj/576p/h264/1670992604552514459/mda-nmd5ujxqrmxh59qj.mp4$线路1
张学友91年每天爱你多一些演唱会高清完整版》,https://vd2.bdstatic.com/mda-nmc6bf7vqqtxnjs6/hd/cae_h264/1670912304665334108/mda-nmc6bf7vqqtxnjs6.mp4$线路1
张学友《1993年 学与友经典演唱会 完整版》,https://vd4.bdstatic.com/mda-nmbjevniypk396e3/576p/h264/1670853087045956378/mda-nmbjevniypk396e3.mp4$线路1
张学友《1995年友学友 经典演唱会 完整版》,https://vd3.bdstatic.com/mda-nmf3ms2fzrxski1f/hd/cae_h264/1671162288536760512/mda-nmf3ms2fzrxski1f.mp4$线路1
张学友《1999 友个人演唱会 高清完整版》,https://vd2.bdstatic.com/mda-pb36w8b6rnc0z5hj/576p/h264/1675486718975622631/mda-pb36w8b6rnc0z5hj.mp4$线路1
张学友《2007年 光年巡回 演唱会 完整版》,https://vd4.bdstatic.com/mda-nmek3yr26v0mmia8/360p/h264/1671114180615380093/mda-nmek3yr26v0mmia8.mp4$线路1
张学友《2016年学友经典台北演唱会 完整版》,https://vd4.bdstatic.com/mda-nmn72w34juavvyx6/576p/h264/1671772109003214938/mda-nmn72w34juavvyx6.mp4$线路1
张学友演唱会,https://alimov2.a.kwimgs.com/upic/2020/05/11/04/BMjAyMDA1MTEwNDE3NTRfMTA4ODgyMjg1OF8yODM1OTM2NTkxMl8yXzM=_b_Bf2cbd177f1349dcfc12d89443cf374af.mp4$线路1
《谭咏麟94年纯金曲演唱会高清完整版》,https://vd2.bdstatic.com/mda-nmcb4ycjrf5qhjaw/hd/cae_h264/1670924774390584075/mda-nmcb4ycjrf5qhjaw.mp4$线路1
《2005 歌者恋歌浓情30年 演唱会 完整字幕版》,https://vd3.bdstatic.com/mda-pb288z52kkp24j7d/hd/cae_h264/1675405760149439666/mda-pb288z52kkp24j7d.mp4$线路1
《2010 再度感动香港演唱会 高清完整版》,https://vd4.bdstatic.com/mda-pb34i0fpkj0m4cps/hd/cae_h264/1675494022570178771/mda-pb34i0fpkj0m4cps.mp4$线路1
“”《谭咏麟2015年银河岁月40载演唱会 完整版》,https://vd4.bdstatic.com/mda-nmdgivr6da7bqpqs/hd/cae_h264/1671028643276847054/mda-nmdgivr6da7bqpqs.mp4$线路1
刘德华1994演唱会,https://alimov2.a.kwimgs.com/upic/2020/11/21/21/BMjAyMDExMjEyMTA2NDdfODI4NTk1NTQ0XzM5NTk1NzIyODQ0XzJfMw==_b_Bd2a633720f4eb58f50fcf669ac9f6481.mp4$线路1
刘德华1996演唱会,https://txmov2.a.kwimgs.com/upic/2020/11/24/04/BMjAyMDExMjQwNDAwMzFfODI4NTk1NTQ0XzM5NzA5NDUwNzEyXzJfMw==_b_B5b8c14b2ba01d46f3c1f12fbeba49c43.mp4$线路1
刘德华1999演唱会,https://alimov2.a.kwimgs.com/upic/2020/11/18/21/BMjAyMDExMTgyMTQ0NDlfODI4NTk1NTQ0XzM5NDM1NzU0Njc0XzJfMw==_b_B98fc4057c592f311f03825bd7f3bb05c.mp4$线路1
刘德华2001演唱会,https://alimov2.a.kwimgs.com/upic/2020/11/18/21/BMjAyMDExMTgyMTA3MjdfODI4NTk1NTQ0XzM5NDMzNDM3OTI0XzJfMw==_b_B52993094a9f0b4a854478aca541a9a58.mp4$线路1
“刘德华《2007香港红磡 演唱会 完整版》,https://vd2.bdstatic.com/mda-nmbnvt4myvg0x26d/576p/h264/1670861624347655626/mda-nmbnvt4myvg0x26d.mp4$线路1
刘德华2007演唱会,https://alimov2.a.kwimgs.com/upic/2020/02/28/13/BMjAyMDAyMjgxMzMwNDFfMTU5NTU2MTY2OV8yNDE4ODE5MDc1Ml8yXzM=_b_B48ce4518e73458e04dec4771e0deb6a4.mp4$线路1
刘德华《2010Unforgettable香港红馆演唱会 完整版》,https://vd2.bdstatic.com/mda-nmj6k2bc3adyg21b/576p/h264/1671511395304150666/mda-nmj6k2bc3adyg21b.mp4$线路1
“刘德华《2011年中国巡回演唱会 上海站 完整版》,https://vd4.bdstatic.com/mda-pa4a49uy4h0r7wn4/576p/h264/1672903079005864993/mda-pa4a49uy4h0r7wn4.mp4$线路1
“刘德华《巡回演唱会上海站 高清完整版》八万人大合唱,https://vd2.bdstatic.com/mda-nmedfmpuhx9k86xn/576p/h264/1671098620160374576/mda-nmedfmpuhx9k86xn.mp4$线路1
黎明《2005 红磡经典金曲演唱会 完整版》,https://vd3.bdstatic.com/mda-nmpe78rgx4gw838q/hd/cae_h264/1671883745043789332/mda-nmpe78rgx4gw838q.mp4$线路1
黎明《2011 Leon XU 红馆 Live演唱会高清 完整版》,https://vd4.bdstatic.com/mda-nmcde2gcrk3fjt5z/576p/h264/1670925006665758590/mda-nmcde2gcrk3fjt5z.mp4$线路1
李克勤《2002情情塔塔演唱会 修复版 完整版》,https://vd2.bdstatic.com/mda-pae7c6xjaeg7xer5/hd/cae_h264/1673762904075484432/mda-pae7c6xjaeg7xer5.mp4$线路1
李克勤《2011香港小交响乐团演奏厅演唱会 完整版》,https://vd4.bdstatic.com/mda-pae4mwxatd5nz24c/576p/h264/1673753222612308469/mda-pae4mwxatd5nz24c.mp4$线路1
《李克勤2017年庆祝成立30周年演唱会高清完整版》,https://vd3.bdstatic.com/mda-nmcism1928599nu6/576p/h264/1670937708736425187/mda-nmcism1928599nu6.mp4$线路1
容祖儿《2010 Coccert Number 6演唱会 完整版,https://vd3.bdstatic.com/mda-pa86mtej4sz5n2vr/576p/h264/1673240260923662881/mda-pa86mtej4sz5n2vr.mp4$线路1
蔡依林《2007地才演唱会 4K高清完整版》,https://vd2.bdstatic.com/mda-nmu8j2k2rri1jsjb/hd/cae_h264/1672365159332310914/mda-nmu8j2k2rri1jsjb.mp4$线路1
蔡依林《2013Myself 台北演唱会完整版》,https://vd2.bdstatic.com/mda-nmuh0hr8u0u6cte0/576p/h264/1672315785506572864/mda-nmuh0hr8u0u6cte0.mp4$线路1
蔡依林《2014 Play 呸 演唱会 完整版》,https://vd2.bdstatic.com/mda-nmv6mkd1h1nadgd2/576p/h264/1672376027911881335/mda-nmv6mkd1h1nadgd2.mp4$线路1
蔡依林《2015 世界巡回演唱会 完整版》,https://vd3.bdstatic.com/mda-nmv7p5ckgd1y0q4r/576p/h264/1672378806357641364/mda-nmv7p5ckgd1y0q4r.mp4$线路1
蔡依林演唱会,https://alimov2.a.kwimgs.com/upic/2020/07/13/17/BMjAyMDA3MTMxNzEyMzZfODY2NDU4ODQ1XzMyMjk2MDQ4MzQ4XzJfMw==_b_B8f6ffb1ac85e8c6f0363ee3c3076d8df.mp4$线路1
萧亚轩《2001 夏日精彩 演唱会 完整版》,https://vd3.bdstatic.com/mda-nmva6i471kzy4s4w/576p/h264/1672384680417583405/mda-nmva6i471kzy4s4w.mp4$线路1
萧亚轩《2003年 Up2U 演唱会 完整版》,https://vd2.bdstatic.com/mda-nmv9c6vf0gmdvtcm/576p/h264/1672382727349291441/mda-nmv9c6vf0gmdvtcm.mp4$线路1
萧亚轩《2009 WOW3 LIVE 演唱会 完整版》,https://vd3.bdstatic.com/mda-pa3kh2zwascgw2c2/576p/h264/1672843937904836811/mda-pa3kh2zwascgw2c2.mp4$线路1
张惠妹《2010阿密特演唱会 高清完整版》,https://vd2.bdstatic.com/mda-pa4ggwqkg1hknakr/576p/h264/1672919548156014099/mda-pa4ggwqkg1hknakr.mp4$线路1
张惠妹《2013世界巡回演唱会完整版》,https://vd2.bdstatic.com/mda-pa59wsxnp6hvw6cd/576p/h264/1672989122541301764/mda-pa59wsxnp6hvw6cd.mp4$线路1
李宗盛《2006理性与感性演唱会 完整版》,https://vd4.bdstatic.com/mda-pb24ivm6mtvf47cw/hd/cae_h264/1675401338311630042/mda-pb24ivm6mtvf47cw.mp4$线路1
李宗盛《2016既然青春留不住演唱会完整版》,https://vd2.bdstatic.com/mda-nmm5d7310djqaw0d/576p/h264/1671681105695580161/mda-nmm5d7310djqaw0d.mp4$线路1
莫文蔚《2001好莫文蔚演唱会 4K高清修复 完整版》,https://vd3.bdstatic.com/mda-pb648pb8uqranzvw/hd/cae_h264/1675746234053274788/mda-pb648pb8uqranzvw.mp4$线路1
莫文蔚《2011回蔚 台北小巨蛋演唱会 完整版》,https://vd3.bdstatic.com/mda-pb658x0xe19hqdpp/360p/h264/1675741571130020178/mda-pb658x0xe19hqdpp.mp4$线路1
梁静茹《2001年 七夕勇气演唱会&完整版》,https://vd2.bdstatic.com/mda-pa97ypqyc6wu0zk8/576p/h264/1673329490406586933/mda-pa97ypqyc6wu0zk8.mp4$线路1
