
[所有内容仅供学习使用，请勿用于违法用途]

公告信息,#genre#
CCTV11,http://223.166.234.51:7777/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV12,http://223.166.234.51:7777/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV13,http://223.166.234.51:7777/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV14,http://223.166.234.51:7777/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV15,http://223.166.234.51:7777/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV16,http://223.166.234.51:7777/tsfile/live/1038_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV17,http://223.166.234.51:7777/tsfile/live/1039_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV1,http://223.166.234.78:7777/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$上海联通酒店
CCTV2,http://223.166.234.78:7777/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$上海联通酒店
CCTV3,http://223.166.234.78:7777/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$上海联通酒店
CCTV4,http://223.166.234.78:7777/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$上海联通酒店
CCTV5,http://223.166.234.78:7777/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$上海联通酒店
CCTV5+,http://223.166.234.78:7777/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0$上海联通酒店
CCTV6,http://223.166.234.78:7777/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$上海联通酒店
CCTV7,http://223.166.234.78:7777/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$上海联通酒店
CCTV8,http://223.166.234.78:7777/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$上海联通酒店
CCTV9,http://223.166.234.78:7777/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0$上海联通酒店
CCTV10,http://223.166.234.78:7777/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$上海联通酒店
CCTV11,http://223.166.234.78:7777/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$上海联通酒店
CCTV12,http://223.166.234.78:7777/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$上海联通酒店
CCTV13,http://223.166.234.78:7777/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$上海联通酒店
CCTV14,http://223.166.234.78:7777/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$上海联通酒店
CCTV15,http://223.166.234.78:7777/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$上海联通酒店
CCTV16,http://223.166.234.78:7777/tsfile/live/1038_1.m3u8?key=txiptv&playlive=1&authid=0$上海联通酒店
CCTV17,http://223.166.234.78:7777/tsfile/live/1039_1.m3u8?key=txiptv&playlive=1&authid=0$上海联通酒店
CCTV1,http://b.sunyajie.cn:10443/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV1,http://b.sunyajie.cn:10443udp/224.1.1.4:10001/$未知酒店
CCTV2,http://b.sunyajie.cn:10443/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV2,http://b.sunyajie.cn:10443udp/224.1.1.2:10002/$未知酒店
CCTV3,http://b.sunyajie.cn:10443/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV3,http://b.sunyajie.cn:10443udp/224.1.1.3:10003/$未知酒店
CCTV4,http://b.sunyajie.cn:10443/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV4,http://b.sunyajie.cn:10443udp/224.1.1.4:10004/$未知酒店
CCTV5,http://b.sunyajie.cn:10443/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV5,http://b.sunyajie.cn:10443udp/224.1.1.5:10005/$未知酒店
CCTV6,http://b.sunyajie.cn:10443/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV6,http://b.sunyajie.cn:10443udp/224.1.1.6:10006/$未知酒店
CCTV7,http://b.sunyajie.cn:10443/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV7,http://b.sunyajie.cn:10443udp/224.1.1.7:10007/$未知酒店
CCTV8,http://b.sunyajie.cn:10443/tsfile/live/0017_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV8,http://b.sunyajie.cn:10443udp/224.1.1.10:10010/$未知酒店
CCTV9,http://b.sunyajie.cn:10443/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV9,http://b.sunyajie.cn:10443udp/224.1.1.9:10009/$未知酒店
CCTV10,http://b.sunyajie.cn:10443/tsfile/live/0114_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV10,http://b.sunyajie.cn:10443udp/224.1.1.10:10010/$未知酒店
CCTV11,http://b.sunyajie.cn:10443/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV11,http://b.sunyajie.cn:10443udp/224.1.1.11:10011/$未知酒店
CCTV12,http://b.sunyajie.cn:10443/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV12,http://b.sunyajie.cn:10443udp/224.1.1.12:10012/$未知酒店
CCTV13,http://b.sunyajie.cn:10443/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV13,http://b.sunyajie.cn:10443udp/224.1.1.13:10013/$未知酒店
CCTV14,http://b.sunyajie.cn:10443/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV14,http://b.sunyajie.cn:10443udp/224.1.1.14:10014/$未知酒店
CCTV15,http://b.sunyajie.cn:10443/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV15,http://b.sunyajie.cn:10443udp/224.1.1.15:10015/$未知酒店
CCTV16,http://b.sunyajie.cn:10443/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV16,http://b.sunyajie.cn:10443udp/224.1.1.16:10016/$未知酒店
CCTV17,http://b.sunyajie.cn:10443/tsfile/live/0019_2.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV17,http://b.sunyajie.cn:10443udp/224.1.1.17:10017/$未知酒店
CCTV1,http://171.117.15.124:9999/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$山西联通酒店
CCTV2,http://171.117.15.124:9999/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$山西联通酒店
CCTV3,http://171.117.15.124:9999/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$山西联通酒店
CCTV4,http://171.117.15.124:9999/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$山西联通酒店
CCTV5,http://171.117.15.124:9999/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$山西联通酒店
CCTV6,http://171.117.15.124:9999/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$山西联通酒店
CCTV7,http://171.117.15.124:9999/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$山西联通酒店
CCTV8,http://171.117.15.124:9999/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$山西联通酒店
CCTV9,http://171.117.15.124:9999/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0$山西联通酒店
CCTV10,http://171.117.15.124:9999/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$山西联通酒店
CCTV11,http://171.117.15.124:9999/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$山西联通酒店
CCTV12,http://171.117.15.124:9999/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$山西联通酒店
CCTV13,http://171.117.15.124:9999/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$山西联通酒店
CCTV14,http://171.117.15.124:9999/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$山西联通酒店
CCTV15,http://171.117.15.124:9999/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$山西联通酒店
CCTV1,http://a.sunyajie.cn:10443/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV1,http://a.sunyajie.cn:10443udp/224.1.1.4:10001/$未知酒店
CCTV2,http://a.sunyajie.cn:10443/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV2,http://a.sunyajie.cn:10443udp/224.1.1.2:10002/$未知酒店
CCTV3,http://a.sunyajie.cn:10443/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV3,http://a.sunyajie.cn:10443udp/224.1.1.3:10003/$未知酒店
CCTV4,http://a.sunyajie.cn:10443/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV4,http://a.sunyajie.cn:10443udp/224.1.1.4:10004/$未知酒店
CCTV5,http://a.sunyajie.cn:10443/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV5,http://a.sunyajie.cn:10443udp/224.1.1.5:10005/$未知酒店
CCTV6,http://a.sunyajie.cn:10443/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV6,http://a.sunyajie.cn:10443udp/224.1.1.6:10006/$未知酒店
CCTV7,http://a.sunyajie.cn:10443/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV7,http://a.sunyajie.cn:10443udp/224.1.1.7:10007/$未知酒店
CCTV8,http://a.sunyajie.cn:10443/tsfile/live/0017_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV8,http://a.sunyajie.cn:10443udp/224.1.1.10:10010/$未知酒店
CCTV9,http://a.sunyajie.cn:10443/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV9,http://a.sunyajie.cn:10443udp/224.1.1.9:10009/$未知酒店
CCTV10,http://a.sunyajie.cn:10443/tsfile/live/0114_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV10,http://a.sunyajie.cn:10443udp/224.1.1.10:10010/$未知酒店
CCTV11,http://a.sunyajie.cn:10443/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV11,http://a.sunyajie.cn:10443udp/224.1.1.11:10011/$未知酒店
CCTV12,http://a.sunyajie.cn:10443/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV12,http://a.sunyajie.cn:10443udp/224.1.1.12:10012/$未知酒店
CCTV13,http://a.sunyajie.cn:10443/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV13,http://a.sunyajie.cn:10443udp/224.1.1.13:10013/$未知酒店
CCTV14,http://a.sunyajie.cn:10443/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV14,http://a.sunyajie.cn:10443udp/224.1.1.14:10014/$未知酒店
CCTV15,http://a.sunyajie.cn:10443/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV15,http://a.sunyajie.cn:10443udp/224.1.1.15:10015/$未知酒店
CCTV16,http://a.sunyajie.cn:10443/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV16,http://a.sunyajie.cn:10443udp/224.1.1.16:10016/$未知酒店
CCTV17,http://a.sunyajie.cn:10443/tsfile/live/0019_2.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV17,http://a.sunyajie.cn:10443udp/224.1.1.17:10017/$未知酒店
CCTV1,http://222.169.85.8:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$吉林电信酒店
CCTV2,http://222.169.85.8:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$吉林电信酒店
CCTV3,http://222.169.85.8:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$吉林电信酒店
CCTV5,http://222.169.85.8:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$吉林电信酒店
CCTV6,http://222.169.85.8:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$吉林电信酒店
CCTV17,http://222.169.85.8:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$吉林电信酒店
CCTV8,http://222.169.85.8:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$吉林电信酒店
CCTV9,http://222.169.85.8:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0$吉林电信酒店
CCTV10台,http://222.169.85.8:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$吉林电信酒店
CCTV11台,http://222.169.85.8:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$吉林电信酒店
CCTV12台,http://222.169.85.8:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$吉林电信酒店
CCTV13台,http://222.169.85.8:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$吉林电信酒店
CCTV14台,http://222.169.85.8:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$吉林电信酒店
CCTV15台,http://222.169.85.8:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$吉林电信酒店
CCTV1,http://221.233.192.152:1111/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$湖北电信酒店
CCTV2,http://221.233.192.152:1111/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$湖北电信酒店
CCTV3,http://221.233.192.152:1111/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$湖北电信酒店
CCTV4,http://221.233.192.152:1111/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$湖北电信酒店
CCTV5,http://221.233.192.152:1111/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$湖北电信酒店
CCTV6,http://221.233.192.152:1111/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$湖北电信酒店
CCTV7,http://221.233.192.152:1111/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$湖北电信酒店
CCTV8,http://221.233.192.152:1111/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$湖北电信酒店
CCTV9,http://221.233.192.152:1111/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0$湖北电信酒店
CCTV10,http://221.233.192.152:1111/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$湖北电信酒店
CCTV11,http://221.233.192.152:1111/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$湖北电信酒店
CCTV12,http://221.233.192.152:1111/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$湖北电信酒店
CCTV13,http://221.233.192.152:1111/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$湖北电信酒店
CCTV14,http://221.233.192.152:1111/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$湖北电信酒店
CCTV15,http://221.233.192.152:1111/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$湖北电信酒店
CCTV5+,http://221.233.192.152:1111/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0$湖北电信酒店
CCTV1,http://118.81.242.115:9999/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$山西联通酒店
CCTV2,http://118.81.242.115:9999/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$山西联通酒店
CCTV3,http://118.81.242.115:9999/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$山西联通酒店
CCTV4,http://118.81.242.115:9999/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$山西联通酒店
CCTV5,http://118.81.242.115:9999/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$山西联通酒店
CCTV6,http://118.81.242.115:9999/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$山西联通酒店
CCTV7,http://118.81.242.115:9999/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$山西联通酒店
CCTV8,http://118.81.242.115:9999/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$山西联通酒店
CCTV9,http://118.81.242.115:9999/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0$山西联通酒店
CCTV10,http://118.81.242.115:9999/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$山西联通酒店
CCTV11,http://118.81.242.115:9999/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$山西联通酒店
CCTV12,http://118.81.242.115:9999/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$山西联通酒店
CCTV13,http://118.81.242.115:9999/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$山西联通酒店
CCTV14,http://118.81.242.115:9999/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$山西联通酒店
CCTV15,http://118.81.242.115:9999/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$山西联通酒店
CCTV1,http://61.156.228.12:8154/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$山东联通酒店
CCTV2,http://61.156.228.12:8154/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$山东联通酒店
CCTV3,http://61.156.228.12:8154/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$山东联通酒店
CCTV4,http://61.156.228.12:8154/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$山东联通酒店
CCTV5,http://61.156.228.12:8154/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$山东联通酒店
CCTV6,http://61.156.228.12:8154/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$山东联通酒店
CCTV7,http://61.156.228.12:8154/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$山东联通酒店
CCTV8,http://61.156.228.12:8154/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$山东联通酒店
CCTV9,http://61.156.228.12:8154/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0$山东联通酒店
CCTV10,http://61.156.228.12:8154/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$山东联通酒店
CCTV11,http://61.156.228.12:8154/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$山东联通酒店
CCTV12,http://61.156.228.12:8154/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$山东联通酒店
CCTV13,http://61.156.228.12:8154/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$山东联通酒店
CCTV14,http://61.156.228.12:8154/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$山东联通酒店
CCTV15,http://61.156.228.12:8154/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$山东联通酒店
CCTV5+,http://61.156.228.12:8154/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0$山东联通酒店
CCTV17,http://61.156.228.12:8154/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0$山东联通酒店
CCTV1,http://118.212.169.134/PLTV/88888888/224/3221226437/index.m3u8$江西联通酒店
CCTV2,http://118.212.169.134/PLTV/88888888/224/3221226453/index.m3u8$江西联通酒店
CCTV3,http://118.212.169.134/PLTV/88888888/224/3221226435/index.m3u8$江西联通酒店
CCTV4,http://118.212.169.134/PLTV/88888888/224/3221226433/index.m3u8$江西联通酒店
CCTV5,http://118.212.169.134/PLTV/88888888/224/3221226431/index.m3u8$江西联通酒店
CCTV6,http://118.212.169.134/PLTV/88888888/224/3221226445/index.m3u8$江西联通酒店
CCTV7,http://118.212.169.134/PLTV/88888888/224/3221226444/index.m3u8$江西联通酒店
CCTV8,http://118.212.169.134/PLTV/88888888/224/3221226442/index.m3u8$江西联通酒店
CCTV9,http://cctvalih5ca.v.myalicdn.com/live/cctvjilu_2/index.m3u8$江西联通酒店
CCTV10,http://118.212.169.134/PLTV/88888888/224/3221226440/index.m3u8$江西联通酒店
CCTV11,http://118.212.169.134/PLTV/88888888/224/3221226438/index.m3u8$江西联通酒店
CCTV12,http://118.212.169.134/PLTV/88888888/224/3221226434/index.m3u8$江西联通酒店
CCTV13,http://118.212.169.134/PLTV/88888888/224/3221226430/index.m3u8$江西联通酒店
CCTV14,http://118.212.169.134/PLTV/88888888/224/3221226426/index.m3u8$江西联通酒店
CCTV15,http://118.212.169.134/PLTV/88888888/224/3221226424/index.m3u8$江西联通酒店
CCTV1,http://118.212.169.134/PLTV/88888888/224/3221226462/index.m3u8$江西联通酒店
CCTV2,http://118.212.169.134/PLTV/88888888/224/3221226464/index.m3u8$江西联通酒店
CCTV4,http://118.212.169.134/PLTV/88888888/224/3221226860/index.m3u8$江西联通酒店
CCTV10,http://118.212.169.134/PLTV/88888888/224/3221226452/index.m3u8$江西联通酒店
CCTV12,http://118.212.169.134/PLTV/88888888/224/3221226466/index.m3u8$江西联通酒店
CCTV14,http://118.212.169.134/PLTV/88888888/224/3221226447/index.m3u8$江西联通酒店
CETV1,http://118.212.169.134/PLTV/88888888/224/3221226862/index.m3u8$江西联通酒店
CETV4,http://118.212.169.134/PLTV/88888888/224/3221226932/index.m3u8$江西联通酒店
CCTV11,http://27.41.248.171:801/hls/506/index.m3u8$广东联通酒店
CCTV11,http://27.41.248.171:801/hls/506/index.m3u8$广东联通酒店
CCTV1,http://42.84.220.66:777/hls/1/index.m3u8$辽宁联通酒店
CCTV2,http://42.84.220.66:777/hls/2/index.m3u8$辽宁联通酒店
CCTV3,http://42.84.220.66:777/hls/3/index.m3u8$辽宁联通酒店
CCTV4,http://42.84.220.66:777/hls/4/index.m3u8$辽宁联通酒店
CCTV5,http://42.84.220.66:777/hls/5/index.m3u8$辽宁联通酒店
CCTV6,http://42.84.220.66:777/hls/6/index.m3u8$辽宁联通酒店
CCTV7,http://42.84.220.66:777/hls/7/index.m3u8$辽宁联通酒店
CCTV8,http://42.84.220.66:777/hls/8/index.m3u8$辽宁联通酒店
CCTV9,http://42.84.220.66:777/hls/9/index.m3u8$辽宁联通酒店
CCTV10,http://42.84.220.66:777/hls/10/index.m3u8$辽宁联通酒店
CCTV11,http://42.84.220.66:777/hls/11/index.m3u8$辽宁联通酒店
CCTV12,http://42.84.220.66:777/hls/12/index.m3u8$辽宁联通酒店
CCTV13,http://42.84.220.66:777/hls/13/index.m3u8$辽宁联通酒店
CCTV14,http://42.84.220.66:777/hls/14/index.m3u8$辽宁联通酒店
CCTV15,http://42.84.220.66:777/hls/15/index.m3u8$辽宁联通酒店
CCTV16,http://42.84.220.66:777/hls/16/index.m3u8$辽宁联通酒店
CCTV17,http://42.84.220.66:777/hls/17/index.m3u8$辽宁联通酒店
CCTV5+,http://42.84.220.66:777/hls/18/index.m3u8$辽宁联通酒店
CCTV1,http://111.112.254.14:808/hls/1/index.m3u8$宁夏电信酒店
CCTV2,http://111.112.254.14:808/hls/2/index.m3u8$宁夏电信酒店
CCTV3,http://111.112.254.14:808/hls/3/index.m3u8$宁夏电信酒店
CCTV4,http://111.112.254.14:808/hls/4/index.m3u8$宁夏电信酒店
CCTV5,http://111.112.254.14:808/hls/5/index.m3u8$宁夏电信酒店
CCTV6,http://111.112.254.14:808/hls/6/index.m3u8$宁夏电信酒店
CCTV7,http://111.112.254.14:808/hls/7/index.m3u8$宁夏电信酒店
CCTV8,http://111.112.254.14:808/hls/8/index.m3u8$宁夏电信酒店
CCTV9,http://111.112.254.14:808/hls/9/index.m3u8$宁夏电信酒店
CCTV10,http://111.112.254.14:808/hls/10/index.m3u8$宁夏电信酒店
CCTV11,http://111.112.254.14:808/hls/11/index.m3u8$宁夏电信酒店
CCTV12,http://111.112.254.14:808/hls/12/index.m3u8$宁夏电信酒店
CCTV新闻,http://111.112.254.14:808/hls/13/index.m3u8$宁夏电信酒店
CCTV少儿,http://111.112.254.14:808/hls/14/index.m3u8$宁夏电信酒店
CCTVNEWS,http://111.112.254.14:808/hls/16/index.m3u8$宁夏电信酒店
CCTV5,http://111.112.254.14:808/hls/17/index.m3u8$宁夏电信酒店
CETV4,http://113.195.172.192:808/udp/239.3.3.8:10001$江西联通酒店
CCTV1,http://113.195.172.192:808/udp/239.3.3.9:10001$江西联通酒店
CCTV2,http://113.195.172.192:808/udp/239.3.3.10:10001$江西联通酒店
CCTV3,http://113.195.172.192:808/udp/239.3.3.11:10001$江西联通酒店
CCTV4,http://113.195.172.192:808/udp/239.3.3.12:10001$江西联通酒店
CCTV5,http://113.195.172.192:808/udp/239.3.3.13:10001$江西联通酒店
CCTV6,http://113.195.172.192:808/udp/239.3.3.14:10001$江西联通酒店
CCTV7,http://113.195.172.192:808/udp/239.3.3.15:10001$江西联通酒店
CCTV8,http://113.195.172.192:808/udp/239.3.3.16:10001$江西联通酒店
CCTV9,http://113.195.172.192:808/udp/239.3.3.17:10001$江西联通酒店
CCTV10套,http://113.195.172.192:808/udp/239.3.3.18:10001$江西联通酒店
CCTV11套,http://113.195.172.192:808/udp/239.3.3.19:10001$江西联通酒店
CCTV12套,http://113.195.172.192:808/udp/239.3.3.20:10001$江西联通酒店
CCTV13套,http://113.195.172.192:808/udp/239.3.3.21:10001$江西联通酒店
CCTV14套,http://113.195.172.192:808/udp/239.3.3.22:10001$江西联通酒店
CCTV15套,http://113.195.172.192:808/udp/239.3.3.23:10001$江西联通酒店
CCTV17,http://113.195.172.192:808/udp/239.3.3.63:10001$江西联通酒店
CCTV1台,http://113.195.172.192:808/udp/239.3.3.69:10001$江西联通酒店
CCTV2台,http://113.195.172.192:808/udp/239.3.3.70:10001$江西联通酒店
CCTV10台,http://113.195.172.192:808/udp/239.3.3.71:10001$江西联通酒店
CCTV7台,http://113.195.172.192:808/udp/239.3.3.72:10001$江西联通酒店
CCTV14台,http://113.195.172.192:808/udp/239.3.3.73:10001$江西联通酒店
cetv1,http://113.195.172.192:808/udp/239.3.3.90:10001$江西联通酒店
CCTV文化精品,http://113.195.172.192:808/udp/239.3.3.108:10001$江西联通酒店
CCTV发现之旅,http://113.195.172.192:808/udp/239.3.3.129:10001$江西联通酒店
CCTVNEWS,http://113.195.172.192:808/udp/239.3.3.131:10001$江西联通酒店
CCTV1,http://119.123.77.41:9600/hls/1/index.m3u8$广东电信酒店
CCTV2,http://119.123.77.41:9600/hls/2/index.m3u8$广东电信酒店
CCTV3,http://119.123.77.41:9600/hls/3/index.m3u8$广东电信酒店
CCTV4,http://119.123.77.41:9600/hls/4/index.m3u8$广东电信酒店
CCTV5,http://119.123.77.41:9600/hls/5/index.m3u8$广东电信酒店
CCTV5+,http://119.123.77.41:9600/hls/6/index.m3u8$广东电信酒店
CCTV6,http://119.123.77.41:9600/hls/7/index.m3u8$广东电信酒店
CCTV7,http://119.123.77.41:9600/hls/8/index.m3u8$广东电信酒店
CCTV8,http://119.123.77.41:9600/hls/9/index.m3u8$广东电信酒店
CCTV9,http://119.123.77.41:9600/hls/10/index.m3u8$广东电信酒店
CCTV10,http://119.123.77.41:9600/hls/11/index.m3u8$广东电信酒店
